t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23,t_24,t_25,t_26,t_27,t_28,t_29,t_30,t_31,t_32,t_33,t_34,t_35,t_36,t_37,t_38,t_39,t_40,t_41,t_42,t_43,t_44,t_45,t_46,t_47,t_48,t_49,t_50,t_51,t_52,t_53,t_54,t_55,t_56,t_57,t_58,t_59,t_60,t_61,t_62,t_63,t_64,t_65,t_66,t_67,t_68,t_69,t_70,t_71,t_72,t_73,t_74,t_75,t_76,t_77,t_78,t_79,t_80,t_81,t_82,t_83,t_84,t_85,t_86,t_87,t_88,t_89,t_90,t_91,t_92,t_93,t_94,t_95,t_96,t_97,t_98,t_99
57,3,48,48,46,46,3,48,48,3,46,46,3,40,18,18,40,18,46,18,57,3,48,48,46,46,3,48,48,3,46,46,48,48,3,46,59,3,3,57,3,48,48,46,46,3,48,48,3,46,46,48,48,3,46,59,3,3,86,3,7,86,3,86,3,86,3,86,3,86,3,86,3,86,3,86,3,18,18,50,27,32,32,44,40,29,40,18,29,29,40,18,29,160,160,18,86,3,86,3
40,18,40,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,40,18,120,9,50,42,25,8,24,24,24,24,8,62,8,62,22,22,22,5,5,22,17,22,3,22,17,3,8,62,8,62,22,22,22,5,5,49,22,22,17,22,17,22,3,22,17,3,14,80,80,7,19,7,40,18,94,15,107,14,18,7,7,7,15,15,3,3,15,7,15,15,40,18,26,76,3,76,3,3,3
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,4,2,4,2,65,6,12,65,6,12,65,88,188,58,6,12,8,8,8,12,65,8,8,8,12,65,65,9,65,117,12,65,6,12,65,88,188,58,6,12,8,8,8,12,65,117,31,2,65,88,188,58,6,12,8,8,8,12,65,117,12,76,2
15,15,15,15,15,15,15,15,15,15,71,71,15,15,15,15,15,15,15,15,15,15,71,71,15,15,15,15,15,15,15,15,15,15,71,71,15,15,15,15,15,15,15,15,15,15,71,71,15,15,15,15,15,15,15,15,15,15,71,71,15,15,15,15,15,15,15,15,15,15,71,71,15,15,15,15,15,15,15,15,15,15,71,34,71,15,15,15,15,15,15,15,15,15,15,71,2,11,11,11
0,0,0,0,0,0,0,0,0,7,19,7,62,62,62,7,49,7,19,7,40,18,94,15,107,14,18,7,7,7,15,15,3,3,57,59,3,57,59,3,3,15,7,15,15,40,18,120,7,39,91,163,26,41,12,14,14,130,130,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,105,57,59,3,3,3,3,3,130
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,40,8,8,8,186,40,18,18,18,18,18,18,18,36,234,134,226,8,65,8,110,130,130,19,19,7,7,19,19,3,3,3,7,7,3,3,14,18,14,18,105,57,59,3,3,3,3,3,130
2,133,2,133,2,133,2,133,2,133,2,133,2,133,2,133,2,133,2,133,2,133,2,133,2,133,2,133,2,133,2,133,2,133,2,133,2,133,2,133,2,133,2,133,2,133,2,133,2,133,2,133,2,133,2,133,2,133,2,130,130,3,3,3,3,3,3,109,3,3,3,105,18,3,3,3,3,18,3,3,3,3,3,3,3,3,3,109,3,3,3,105,57,59,3,3,3,3,3,130
8,17,3,117,130,130,3,3,3,3,3,109,3,3,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,18,3,3,3,3,3,3,3,3,3,109,3,3,3,3,3,3,3,3,3,3,3,3,3,3,25,25,3,3,109,3,3,3,3,3,3,3,18,3,25,25,25,25,25,25,25,25,25,25,25,109,3,25,3,3,105,57,59,3,3,105,3,3,3,130
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,22,5,22,5,22,5,22,5,22,5,22,5,65,8,108,8,62,17,3,117,3,3,14,14,130,130,3,3,3,3,3,3,3,3,105,57,59,3,3,3,3,130
3,30,76,3,107,109,107,3,109,30,76,3,107,109,107,3,109,195,135,135,130,130,3,3,3,3,3,3,3,3,109,3,109,3,3,3,105,18,3,3,3,3,3,3,109,3,3,3,3,25,25,25,25,25,25,25,25,25,25,25,25,3,18,19,19,19,19,19,19,19,25,7,7,3,3,3,3,3,109,3,109,3,25,25,7,3,3,14,18,14,18,105,57,59,3,3,3,3,3,130
15,15,15,15,3,57,15,15,15,15,15,15,15,15,15,15,25,15,15,15,40,18,18,18,18,18,18,18,18,18,18,18,101,27,101,40,18,18,40,18,18,40,18,18,29,95,65,21,9,2,9,81,8,17,3,21,38,117,130,130,14,18,14,18,3,3,3,3,3,3,3,3,3,3,109,3,3,3,3,3,25,25,25,25,3,109,3,25,3,3,3,105,57,59,3,3,3,3,3,130
3,3,3,3,109,3,3,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,18,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,109,3,3,3,3,3,3,25,25,3,3,109,3,3,3,3,3,3,25,25,25,25,25,25,25,25,25,25,25,25,25,109,3,25,3,3,14,18,14,18,3,3,18,105,57,59,3,3,105,3,3,3,130
27,27,25,32,25,27,27,25,32,25,76,154,3,3,27,27,25,32,25,27,27,25,32,25,76,154,3,3,27,27,25,32,25,27,27,25,32,25,18,140,140,3,140,140,3,140,140,140,140,3,18,105,18,135,105,3,3,31,14,14,130,130,3,3,3,3,3,3,109,3,3,3,105,18,3,3,3,3,14,105,3,18,3,3,3,3,3,109,3,3,3,105,57,59,3,3,3,3,3,130
88,66,139,8,188,58,130,130,3,135,3,3,3,3,3,109,3,3,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,18,3,3,3,3,3,109,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,109,3,3,3,3,3,25,25,25,25,25,25,25,25,25,25,25,3,3,18,3,3,3,3,3,109,3,25,3,3,105,57,59,3,3,3,3,3,130
27,18,32,18,25,18,18,18,18,27,32,25,27,27,27,27,27,27,27,27,25,27,25,32,32,27,32,27,32,25,27,32,25,29,21,29,25,25,25,24,117,2,19,7,90,121,3,138,69,82,3,130,130,3,3,3,3,3,3,3,105,18,3,3,109,3,109,3,3,3,3,3,3,3,3,18,25,3,3,3,3,3,109,3,109,3,25,25,3,3,3,105,57,59,3,3,3,3,3,130
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,7,7,2,14,14,14,8,14,14,130,130,3,3,3,3,3,3,3,105,57,59,3,3,3,3,130
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,109,3,3,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,18,3,3,3,3,3,3,3,3,3,3,109,3,3,3,3,3,3,3,3,3,109,3,3,3,3,3,25,25,25,25,25,25,25,25,25,25,25,25,109,3,25,3,3,3,3,18,105,57,59,3,3,105,3,3,3,130
15,15,15,15,15,15,15,15,71,71,15,15,15,15,15,15,15,15,15,15,33,33,11,11,11,11,11,11,33,33,11,11,11,11,11,11,33,33,11,11,11,11,11,11,33,33,11,11,11,11,11,11,33,33,11,11,11,11,11,11,33,33,11,11,11,11,11,11,33,33,11,11,11,11,11,11,33,33,11,11,11,11,11,11,33,33,11,11,11,11,11,11,33,33,11,11,11,11,11,11
80,82,80,82,71,15,15,15,15,15,15,15,15,15,15,71,15,15,15,15,15,15,15,15,15,15,71,27,18,18,18,50,50,44,25,25,28,3,50,50,25,28,3,21,21,21,21,33,173,3,105,135,19,19,2,135,105,105,130,130,109,109,3,3,109,3,3,3,3,109,3,3,3,3,3,19,3,3,19,19,162,109,3,22,179,3,24,3,3,109,3,18,105,57,59,3,3,3,3,130
95,181,125,125,7,3,40,18,40,112,50,44,25,57,59,3,57,59,3,57,59,3,27,187,57,57,59,3,7,76,7,7,18,76,154,3,7,27,27,25,32,25,27,27,25,32,25,76,3,154,3,27,27,25,32,25,27,27,25,32,25,76,3,154,3,27,27,25,32,25,27,27,25,32,25,140,140,3,140,140,3,140,140,140,140,3,105,3,76,76,49,49,49,7,3,3,3,3,3,3
103,27,103,27,103,27,103,103,25,103,27,103,27,103,103,103,103,103,103,103,25,103,27,103,27,103,27,103,27,103,27,103,27,103,27,103,27,103,27,103,25,3,57,27,25,32,32,32,15,25,15,101,101,101,132,107,109,3,101,101,3,57,27,25,103,25,7,7,27,32,25,7,27,14,80,80,7,20,71,15,15,15,15,15,15,15,15,15,15,20,6,8,12,110,33,33,33,68,33,33
58,58,58,130,130,3,3,3,3,3,3,3,3,3,3,3,3,3,109,3,3,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,18,3,3,3,109,3,3,3,3,3,3,3,3,109,3,3,3,3,3,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3,3,3,3,3,109,3,25,3,3,3,3,18,3,105,57,59,3,3,105,3,3,3,130
50,136,25,7,29,40,29,18,63,29,40,29,18,42,25,76,76,2,76,7,2,159,27,57,3,27,25,27,32,25,25,27,27,48,48,27,27,27,25,32,32,27,32,32,32,32,25,27,27,25,57,3,27,25,27,25,2,2,2,57,3,27,25,27,32,25,25,57,3,27,25,27,32,25,25,2,3,57,3,27,25,27,32,25,25,57,3,27,25,32,25,2,2,3,105,3,3,3,3,3
93,42,42,42,151,25,18,95,3,27,32,32,25,3,27,32,32,25,3,3,3,3,3,3,3,27,32,32,27,32,32,25,25,3,8,3,6,3,6,3,8,62,5,3,6,6,6,27,32,32,27,32,32,25,25,3,27,32,32,27,32,32,25,25,3,27,32,32,27,32,32,25,25,3,6,6,19,19,132,176,93,27,27,32,32,25,25,144,63,44,44,63,25,42,25,151,188,18,58,130
101,40,18,101,18,18,15,15,80,82,80,82,3,57,27,25,15,15,80,82,80,82,15,15,80,82,80,82,71,15,15,15,15,15,15,15,15,15,15,71,15,15,15,15,15,15,15,15,15,15,71,27,105,50,50,44,25,25,28,3,50,50,25,28,3,21,21,21,21,33,173,3,105,135,19,19,2,135,105,105,130,130,3,3,3,3,19,3,3,19,19,3,105,57,59,3,3,3,3,130
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,70,72,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,30,76,14,18,18,7,43,90,2,7,43,90,2,7,43,90,2,7,43,90,2,121,19,19,19,19,3,19,130,130,3,3,3,3,3,3,3,3,3,3,109,3,3,3,3,3,105,57,59,3,3,3,3,130
33,34,71,15,15,15,15,15,15,15,15,15,15,71,66,33,71,15,15,15,15,15,15,15,15,15,15,71,66,33,34,33,34,34,11,33,34,34,33,34,34,11,33,34,34,33,34,11,33,34,3,3,71,15,15,15,15,15,15,15,15,15,15,71,66,33,71,15,15,15,15,15,15,15,15,15,15,71,66,33,34,33,34,33,33,33,11,33,34,33,34,33,33,34,33,34,34,11,33,34
25,32,25,140,140,3,140,140,3,140,140,140,140,3,18,105,3,105,135,105,3,3,105,105,105,50,50,44,25,25,28,3,50,50,25,28,3,21,21,21,21,105,105,33,173,19,19,2,135,105,130,130,3,3,3,3,3,3,109,3,3,3,105,18,3,18,3,3,3,3,3,109,3,109,3,25,3,3,3,109,3,3,3,3,19,3,3,19,19,105,3,105,57,59,3,3,3,3,3,130
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,95,8,22,5,3,117,8,22,5,3,38,24,8,130,130,130
30,3,109,113,107,7,30,3,109,113,107,7,30,3,109,113,107,7,30,3,109,113,107,7,30,3,109,113,107,7,30,107,107,191,3,30,109,3,3,109,113,107,7,30,3,109,113,107,7,30,3,109,113,107,7,30,3,109,113,107,7,30,3,109,113,107,7,30,3,109,113,107,7,30,3,109,113,107,7,30,3,109,113,107,7,30,3,109,113,107,7,3,109,105,3,3,76,3,3,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,7,62,62,62,7,8,22,5,3,40,18,117,3,3,2,130,130,3,105,57,59,3,3,3,3,130
143,12,53,40,18,105,105,105,105,105,14,80,82,80,82,50,50,44,25,25,28,3,50,50,25,28,3,21,21,21,21,33,3,33,173,19,19,2,135,105,130,130,3,3,3,19,3,3,19,19,3,105,57,59,3,3,3,3,130,43,40,18,43,40,18,43,40,18,43,40,18,43,40,18,43,40,18,43,40,18,43,40,18,43,40,18,43,40,18,43,40,18,43,40,18,43,40,18,12,130
4,40,4,40,4,40,4,40,4,40,3,40,14,14,40,14,14,40,27,40,32,40,25,40,27,40,32,40,25,40,27,40,32,40,25,40,27,40,32,40,25,40,63,44,25,19,19,19,19,7,7,19,105,105,50,50,44,25,25,28,3,50,50,25,28,3,21,21,21,21,2,33,2,173,19,19,2,135,105,130,130,3,3,3,3,19,3,3,19,19,105,3,105,57,59,3,3,3,3,130
3,3,3,3,105,18,3,18,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,109,3,3,3,3,3,3,3,3,109,3,3,3,3,3,25,25,25,25,25,25,25,25,25,25,25,25,3,3,3,3,19,3,3,3,3,3,3,3,18,3,109,3,3,3,3,3,14,18,14,18,109,3,109,3,25,3,3,3,3,105,57,59,3,3,105,3,3,3,130
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,50,57,59,3,57,59,3,3,131,131,131,131,53,7,7,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,14,18,8,22,5,3,19,19,130,130,3,3,105,57,59,3,3,3,3,130
3,27,32,32,27,32,32,25,25,3,6,6,132,176,93,27,27,32,32,25,25,144,63,44,44,63,25,42,25,151,188,18,58,2,49,88,167,188,58,2,49,88,167,188,58,2,49,88,167,188,58,2,49,88,167,188,58,2,3,3,3,3,2,76,7,49,132,49,49,88,167,188,58,3,3,2,49,88,167,188,58,2,49,88,167,188,58,2,49,88,167,188,58,2,49,88,167,188,58,2
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,247,3,3,19,19
11,15,11,15,11,15,11,15,11,15,11,33,33,33,33,33,33,33,11,33,33,33,33,33,33,11,33,33,33,11,33,33,33,33,33,33,33,33,33,33,33,33,33,33,11,33,33,3,3,33,33,33,11,33,33,33,33,33,33,11,33,33,33,33,33,33,33,33,33,33,11,33,33,33,33,33,33,33,33,11,33,33,33,33,33,33,33,11,33,33,33,33,33,11,33,33,33,11,33,33
71,101,40,18,101,18,18,15,15,80,82,80,82,3,57,27,25,15,15,80,82,80,82,15,15,80,82,80,82,71,15,15,15,15,15,15,15,15,15,15,71,15,15,15,15,15,15,15,15,15,15,71,27,50,50,44,25,25,28,3,50,50,25,28,3,21,21,21,21,33,173,3,105,135,19,19,2,135,105,105,130,130,3,3,3,3,19,3,3,19,19,3,105,57,59,3,3,3,3,130
32,25,27,14,80,80,71,15,15,15,15,15,15,15,15,15,15,71,71,71,71,71,71,71,15,15,15,15,15,15,15,15,15,15,71,15,15,15,15,15,15,15,15,15,15,71,71,71,71,71,71,15,15,15,15,15,15,15,15,15,15,15,15,15,18,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
7,19,12,7,19,12,7,19,12,7,19,12,7,19,12,7,19,12,7,19,12,7,19,12,7,19,12,7,19,12,7,19,12,7,19,12,7,19,12,7,19,12,7,19,12,7,19,12,7,19,12,7,19,12,7,19,12,7,19,12,7,19,12,7,19,12,7,19,12,7,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,7,19,12,7,19,12,7,19,12,7,19,12
18,18,18,40,18,40,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,40,18,40,18,18,18,18,18,18,18,18,18,18,18,18,7,19,7,7,7,7,62,62,62,185,40,18,80,80,7,7,40,18,94,15,107,14,18,7,7,7,15,15,3,3,57,59,3,57,59,3,3,15,7,15,15,40,18,63,44,42,120,39,8,146,86,75,3,91,172,65,86,9,63,42
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,7,19,7,40,18,94,15,107,14,18,7,7,7,15,15,3,3,57,59,3,57,59,3,3,15,7,15,15,40,18,120,39,91,172,8,146,86,75,3,65,9,75,75,86,120,39,65,12,12,130
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,22,5,22,5,22,5,22,5,22,5,22,5,65,8,108,8,62,17,3,117,3,3,14,14,130,130,3,3,3,3,3,3,3,3,105,57,59,3,3,3,3,130
17,5,3,3,8,8,77,162,3,3,6,24,10,3,38,93,151,25,8,8,8,62,38,12,6,12,38,12,6,12,38,12,6,12,38,12,6,12,38,12,6,12,38,12,6,12,12,8,12,8,12,8,12,8,12,8,12,8,12,38,12,38,12,38,12,38,12,38,12,38,12,8,12,8,12,8,12,8,12,8,12,8,12,8,62,8,3,12,8,12,38,12,38,12,40,18,8,8,8,62
88,3,188,8,3,55,40,105,2,8,3,40,88,188,8,3,132,63,44,44,25,102,144,49,144,174,8,3,40,88,3,188,8,3,132,63,44,44,25,102,144,49,144,174,8,3,40,88,3,188,8,3,55,40,105,2,8,3,40,88,188,8,3,132,63,44,44,25,102,144,49,144,174,8,3,40,88,3,188,8,3,132,63,44,44,25,102,144,49,144,174,8,3,40,88,3,188,8,3,76
11,11,11,34,71,15,15,15,15,15,15,15,15,15,15,71,71,71,71,71,71,34,11,11,11,34,34,71,15,15,15,15,15,15,15,15,15,15,71,71,71,71,71,71,34,34,41,127,39,86,86,18,86,91,137,86,34,71,15,15,15,15,15,15,15,15,15,15,11,11,11,34,34,34,11,11,11,34,34,34,33,34,34,11,11,11,34,1,1,34,1,34,11,11,11,34,34,34,33,34
125,101,125,141,27,40,18,32,25,27,32,25,95,95,181,125,125,3,40,18,40,112,50,44,25,57,59,3,31,57,59,3,57,59,3,27,187,57,57,59,3,76,18,76,154,3,27,27,25,32,25,27,27,25,32,25,76,3,154,3,27,27,25,32,25,27,27,25,32,25,76,3,154,3,27,27,25,32,25,27,27,25,32,25,18,140,140,3,140,140,3,140,140,140,140,3,18,105,3,130
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,29,40,110,130,130,3,3,3,3,19,3,3,19,19,3,105,57,59,3,3,3,3,130
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,247,2,33,2,173,19,19,2,135,105,3,3,19,19
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,12,12,145,41,39,26,45,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
7,90,117,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,29,40,29,18,109,12,40,18,12,12,12,63,44,25,19,19,105,105,50,50,44,25,25,28,3,50,50,25,28,3,21,21,21,21,2,33,2,173,19,19,2,135,105,130,130,3,3,3,3,3,3,3,3,3,3,3,3,3,19,3,3,19,19,3,105,57,59,3,3,3,3,3
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,247
3,3,3,40,18,105,105,105,105,105,105,25,3,2,120,39,26,3,105,105,25,3,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,40,18,105,105,105,105,105,105,25,3,76,76,3,3,2,120,39,26,3,105,105,25,3,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,40,18,105,105,105,105,105,105,25,3,3,3,3
6,10,10,3,28,3,6,6,10,10,3,28,3,6,6,10,10,3,28,3,6,6,10,10,3,28,3,6,6,10,10,3,10,3,10,3,10,3,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,130,130,3,3,3,3,3,3,3,3,105,57,59,3,3,3,3,130
18,18,18,3,3,27,32,25,40,18,18,7,14,18,18,18,18,18,18,18,18,18,18,18,18,18,18,14,18,18,18,18,18,14,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,14,18,18,18,18,18,18,18,18,18,43,43,19,65,63,42,50,63,42,25,9,117,7,90,214,217,143,130,130,3,105,57,59,3,3,3,3,130
3,3,109,131,8,113,107,3,3,109,131,8,113,107,3,3,109,131,8,113,107,3,3,109,131,8,113,107,3,3,109,131,8,113,107,3,3,109,131,8,113,107,3,3,109,25,50,50,44,44,50,44,44,50,44,44,50,50,44,25,50,44,25,50,44,25,50,44,25,50,44,25,50,44,25,50,44,25,50,44,25,50,44,25,50,44,25,25,3,40,25,25,14,14,130,130,3,3,3,130
25,103,27,103,27,103,27,103,27,103,27,103,27,103,27,103,27,103,27,103,25,3,57,27,25,32,32,32,15,25,15,101,101,101,132,107,109,3,101,101,3,57,27,25,103,25,27,32,25,14,80,80,71,15,15,15,15,15,15,15,15,15,15,71,71,15,15,15,15,15,15,15,15,15,15,27,27,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,25,25,71,71,71,71,71
59,3,27,32,25,27,32,25,27,32,25,27,32,25,27,27,27,27,27,27,27,25,27,25,27,27,25,25,27,32,25,27,34,27,32,25,27,27,32,25,27,27,27,32,32,27,27,25,32,25,3,3,40,18,18,18,18,27,40,18,28,77,3,28,77,3,28,77,3,18,18,76,76,7,7,49,49,49,18,49,3,40,18,165,18,164,18,262,40,18,2,18,18,7,3,3,3,3,3,3
33,33,33,33,33,33,33,33,33,33,33,33,11,33,33,33,33,33,33,33,33,33,33,11,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,11,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33
109,3,3,3,105,18,3,3,3,3,3,3,3,3,18,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3,3,3,3,3,3,3,109,3,3,3,3,25,25,25,25,25,25,25,25,25,25,25,25,14,18,14,18,3,109,3,109,3,25,25,19,19,19,19,19,19,19,19,19,3,3,3,3,3,3,3,3,3,105,57,59,3,3,3,3,3,130
52,45,2,55,41,39,52,45,2,55,41,39,52,45,2,55,41,39,52,45,2,55,41,39,52,45,2,55,41,39,52,45,2,55,41,39,52,45,2,55,41,39,52,45,2,55,41,39,52,45,2,55,41,39,52,45,3,3,2,55,41,39,52,45,2,55,41,39,52,45,2,55,41,39,52,45,2,55,41,39,52,45,2,55,41,39,52,45,2,55,41,39,52,45,2,55,41,39,52,45
71,101,40,18,101,18,18,15,15,80,82,80,82,3,57,27,25,15,15,80,82,80,82,15,15,80,82,80,82,71,15,15,15,15,15,15,15,15,15,15,71,15,15,15,15,15,15,15,15,15,15,71,27,50,50,44,25,25,28,3,50,50,25,28,3,21,21,21,21,33,173,3,105,135,19,19,2,135,105,105,130,130,3,3,3,3,19,3,3,19,19,3,105,57,59,3,3,3,3,130
8,3,8,3,8,3,8,3,8,3,8,3,8,3,8,3,8,3,8,3,8,3,8,3,8,3,8,3,8,3,8,3,8,3,8,3,8,3,8,3,8,3,8,3,8,3,8,3,8,3,8,3,8,3,8,3,8,3,8,3,8,3,8,3,8,3,8,3,8,3,8,3,8,3,8,3,8,43,12,53,8,43,12,53,8,43,12,130,130,3,3,3,105,57,59,3,3,3,3,130
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,40,18,18,18,18,18,40,18,18,18,18,40,18,40,18,40,18,18,18,18,18,18,18,18,18,18,18,7,19,7,7,7,7,62,62,62,185,40,18,50,44,65,65,9,42,42,25,185,130,130,3,3,3,3,3,3,3,3,105,57,59,3,3,3,3,130
15,15,15,15,71,27,33,33,11,11,33,33,33,71,15,15,15,15,15,15,15,15,15,15,71,68,33,33,11,33,33,33,33,33,33,33,33,33,33,33,33,33,71,15,15,15,15,15,15,15,15,15,15,71,27,27,33,33,33,11,11,33,11,33,33,33,71,15,15,15,15,15,15,15,15,15,15,71,71,15,15,15,15,15,15,15,15,15,15,71,27,33,33,11,11,33,11,33,33,33
40,18,40,18,18,18,40,18,18,18,18,40,18,40,18,18,18,18,18,18,18,18,40,18,18,40,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,43,43,49,7,19,7,14,18,18,18,18,14,7,7,185,3,57,59,3,57,59,3,40,18,18,125,8,113,107,3,3,117,14,14,130,130,3,3,3,3,3,3,3,3,3,3,3,109,3,3,105,57,59,3,3,3,3,130
11,11,11,11,11,11,11,11,11,11,11,11,55,55,33,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,33,55,2,33,33
